,is_movie,release_year,year_added,month_added,duration_num,rating_num
1895,1,1984,2020,4,170,14.0
1896,1,1998,2020,4,165,14.0
1897,0,2016,2018,12,60,18.0
1898,1,2017,2018,10,141,14.0
1899,1,2018,2019,5,88,18.0
1900,0,2019,2020,5,180,14.0
1901,1,2016,2019,2,52,14.0
1902,1,2014,2014,10,90,18.0
1903,1,2020,2020,4,81,18.0
1904,1,2014,2019,10,91,10.0
1906,0,2015,2017,3,60,10.0
1907,0,2018,2018,10,60,14.0
1908,1,2019,2019,11,107,17.0
1909,1,2015,2020,9,106,10.0
1910,0,2018,2019,12,240,18.0
1911,0,2019,2019,5,180,18.0
1912,1,2010,2020,11,92,13.0
1913,0,2009,2016,9,60,18.0
1914,1,2010,2019,9,140,13.0
1915,1,2018,2019,1,127,14.0
1916,1,2019,2019,10,82,13.0
1917,1,2015,2016,12,98,18.0
1918,1,1983,2018,4,69,18.0
1919,1,1987,2021,1,90,17.0
1921,1,2018,2018,11,92,18.0
1922,1,1998,2020,8,103,18.0
1923,0,2008,2016,8,60,0.0
1924,0,2018,2018,3,60,18.0
1925,1,2017,2018,11,80,18.0
1926,1,2019,2019,3,65,18.0
1927,1,2018,2019,9,133,14.0
1928,1,2018,2018,9,153,14.0
1929,1,2019,2019,7,100,14.0
1930,1,2014,2020,12,109,13.0
1931,1,2019,2020,12,102,14.0
1932,1,2015,2017,12,124,14.0
1933,0,2009,2016,11,60,18.0
1934,1,2006,2020,5,105,10.0
1935,1,2009,2018,3,120,10.0
1936,1,2004,2019,8,134,18.0
1937,1,1983,2017,9,151,14.0
1938,1,2005,2019,4,141,14.0
1939,1,2019,2019,4,120,14.0
1940,1,2012,2018,10,106,14.0
1941,1,2016,2020,4,109,10.0
1942,1,2012,2018,2,105,17.0
1944,1,2017,2017,12,89,18.0
1945,1,2019,2019,10,123,18.0
1946,0,2008,2018,8,60,18.0
1947,0,2010,2018,8,60,18.0
1948,0,2018,2018,7,180,18.0
1949,0,1979,2017,12,60,10.0
1950,1,2017,2017,10,119,14.0
1951,0,2010,2017,5,60,14.0
1952,1,2018,2018,7,85,18.0
1953,1,2018,2018,11,82,18.0
1954,0,2019,2019,6,120,18.0
1955,0,2020,2020,4,120,18.0
1956,1,2017,2017,10,52,18.0
1957,1,2017,2017,4,106,14.0
1958,1,2020,2020,6,48,10.0
1959,0,2019,2019,9,180,18.0
1960,1,2018,2019,12,73,14.0
1961,1,2018,2019,1,122,18.0
1962,0,2013,2020,4,120,18.0
1963,0,2019,2020,4,420,18.0
1964,1,2019,2019,11,74,14.0
1965,1,2017,2020,3,95,14.0
1966,1,2018,2019,6,73,14.0
1967,0,2017,2018,2,120,18.0
1968,1,2016,2017,10,79,10.0
1969,1,2018,2020,10,94,14.0
1970,1,1971,2017,4,143,14.0
1971,1,2012,2019,9,81,14.0
1972,1,2006,2018,8,196,18.0
1973,1,2019,2020,6,84,18.0
1976,1,2019,2019,10,98,18.0
1977,1,2019,2019,6,119,18.0
1978,0,2020,2020,3,180,18.0
1979,1,2016,2017,5,90,0.0
1980,1,2019,2020,8,109,17.0
1981,0,2018,2018,12,60,18.0
1982,1,2014,2017,12,93,14.0
1983,1,2015,2018,3,92,18.0
1984,1,2016,2017,12,49,10.0
1985,1,2018,2020,11,90,10.0
1986,1,2015,2016,9,102,10.0
1987,1,2016,2018,8,82,18.0
1988,1,2008,2019,5,128,14.0
1989,1,2020,2020,12,90,18.0
1990,0,2020,2020,10,60,18.0
1992,1,2016,2018,10,74,10.0
1993,1,2016,2018,2,94,18.0
1994,0,2017,2018,12,60,10.0
1995,0,2018,2018,10,60,14.0
1996,1,2014,2018,1,87,14.0
1997,1,2006,2020,10,108,13.0
1998,0,2018,2018,6,60,18.0
1999,1,2002,2019,12,151,14.0
2000,0,2016,2019,7,60,14.0
2001,1,2018,2018,5,40,10.0
2002,1,2012,2019,11,109,17.0
2003,0,2018,2018,8,60,18.0
2004,1,2013,2018,7,91,17.0
2005,0,2018,2019,10,60,18.0
2006,1,1996,2017,5,163,14.0
2007,1,2018,2018,4,66,18.0
2008,1,2016,2017,1,93,14.0
2009,1,2020,2020,9,124,13.0
2010,0,2014,2017,8,60,14.0
2011,1,2018,2018,12,85,18.0
2012,1,2019,2019,8,59,18.0
2013,1,1973,2021,1,103,17.0
2014,1,2016,2017,8,105,13.0
2015,0,2017,2018,1,300,18.0
2016,1,2015,2018,10,102,13.0
2018,1,2002,2019,6,107,17.0
2019,0,2020,2020,12,60,18.0
2020,0,2016,2020,9,60,14.0
2021,1,2020,2020,6,52,18.0
2022,1,2012,2018,10,81,18.0
2023,1,2018,2018,10,99,18.0
2025,1,1990,2019,10,88,18.0
2026,1,2009,2020,5,120,14.0
2027,0,2020,2020,5,60,14.0
2029,1,2016,2017,1,100,14.0
2030,0,2017,2018,11,60,14.0
2031,1,2018,2018,4,91,14.0
2032,0,2020,2020,11,60,18.0
2033,0,2018,2019,3,60,14.0
2034,1,2018,2019,11,110,17.0
2035,0,2019,2019,7,60,10.0
2036,1,2020,2020,6,124,13.0
2037,1,2007,2019,4,96,10.0
2038,1,1998,2019,6,69,18.0
2039,1,2017,2018,1,91,18.0
2040,1,2019,2019,9,96,18.0
2041,1,2010,2011,5,103,18.0
2042,1,2018,2019,2,102,10.0
2043,1,1997,2020,1,96,17.0
2045,1,2019,2020,2,98,18.0
2046,1,2019,2019,6,133,17.0
2047,1,2015,2019,3,124,14.0
2048,0,2014,2017,8,60,10.0
2049,1,2016,2019,3,127,18.0
2050,0,2018,2018,2,60,14.0
2051,0,2019,2020,10,60,14.0
2052,0,2018,2018,5,60,18.0
2053,1,2001,2019,11,102,13.0
2054,1,2019,2019,11,134,14.0
2055,1,2015,2018,7,108,17.0
2056,0,2011,2017,1,60,14.0
2057,0,2019,2019,1,60,18.0
2058,0,2008,2017,8,60,14.0
2059,1,1996,2019,11,133,17.0
2060,1,2018,2020,10,103,18.0
2061,0,2019,2019,6,60,18.0
2062,1,2013,2016,7,58,18.0
2064,1,2001,2019,10,101,17.0
2065,1,2017,2018,3,78,0.0
2066,1,2017,2018,1,96,10.0
2067,1,2014,2018,6,103,18.0
2068,0,2019,2019,9,120,18.0
2069,1,2019,2019,8,81,14.0
2070,1,2018,2018,7,95,18.0
2071,1,2020,2020,4,117,17.0
2072,0,2020,2020,4,60,18.0
2073,0,2006,2017,3,120,18.0
2074,0,2019,2019,7,60,18.0
2075,1,2019,2019,5,110,17.0
2076,1,2016,2016,9,25,10.0
2077,1,2019,2020,1,108,18.0
2078,1,2010,2017,3,99,18.0
2079,1,2011,2017,3,106,10.0
2080,1,2014,2017,3,103,10.0
2081,0,2009,2016,12,60,14.0
2082,0,2016,2018,4,60,14.0
2083,0,2020,2020,6,240,18.0
2084,1,2017,2018,3,92,18.0
2085,1,2018,2018,12,90,10.0
2086,1,2017,2017,9,60,18.0
2087,0,2020,2020,11,60,18.0
2088,1,2017,2018,1,89,18.0
2089,1,2019,2019,11,54,18.0
2090,0,2009,2017,4,60,18.0
2091,1,2019,2020,2,106,10.0
2092,0,2015,2019,7,60,0.0
2093,1,2018,2018,1,61,18.0
2094,1,2011,2018,2,150,14.0
2095,1,2019,2020,1,80,14.0
2096,0,2014,2016,10,60,14.0
2097,1,1998,2019,11,124,17.0
2098,0,2017,2018,4,60,18.0
2099,1,2019,2019,8,98,10.0
2100,0,2018,2019,6,60,18.0
2101,1,2018,2019,12,82,18.0
2102,0,2018,2020,10,60,18.0
2103,1,2017,2019,5,99,18.0
2104,1,2018,2018,5,92,18.0
2105,0,2020,2020,9,120,18.0
2106,0,2020,2020,1,120,10.0
2107,1,2015,2016,12,29,14.0
2108,1,2018,2020,5,109,0.0
2109,1,2019,2019,8,91,14.0
2110,1,2017,2020,2,33,18.0
2113,1,2018,2020,11,114,10.0
2114,1,2015,2018,12,146,14.0
2115,1,2017,2019,6,94,18.0
2116,0,2015,2017,8,60,14.0
2117,0,2020,2020,4,120,18.0
2118,1,2018,2018,4,75,18.0
2119,1,2008,2018,8,158,18.0
2121,0,2019,2019,9,120,18.0
2122,1,2020,2020,3,61,18.0
2123,1,2020,2020,7,90,14.0
2124,0,2016,2018,7,60,18.0
2125,0,2017,2017,11,120,18.0
2126,0,2018,2018,10,120,18.0
2127,1,2016,2020,9,72,14.0
2128,0,2015,2018,12,120,14.0
2129,0,2012,2019,6,120,18.0
2130,0,2017,2018,3,360,14.0
2131,1,2018,2018,7,95,18.0
2132,1,2020,2020,7,100,17.0
2133,1,2012,2019,2,97,14.0
2134,0,2020,2020,4,180,18.0
2135,1,1998,2019,11,118,17.0
2136,0,2020,2020,7,60,18.0
2137,0,2015,2017,6,60,18.0
2139,0,2020,2020,3,60,18.0
2140,1,2017,2017,8,70,18.0
2141,1,2020,2020,6,110,0.0
2142,0,2020,2020,9,60,18.0
2143,1,2012,2018,7,58,18.0
2144,1,2017,2017,3,91,18.0
2145,1,2020,2020,11,60,18.0
2146,1,2018,2018,10,86,18.0
2147,1,2018,2019,8,91,18.0
2148,1,2018,2018,5,63,18.0
2149,1,2012,2019,8,133,10.0
2150,1,1986,2020,1,103,13.0
2151,1,2004,2020,10,117,14.0
2152,1,1971,2020,7,181,0.0
2153,1,2020,2020,12,118,18.0
2155,1,1996,2020,5,204,14.0
2156,0,2018,2020,2,120,14.0
2158,0,2018,2018,10,60,18.0
2159,1,2016,2016,12,92,10.0
2160,0,2015,2017,4,120,14.0
2161,1,2017,2018,11,94,18.0
2162,1,2015,2018,10,118,10.0
2163,1,2000,2020,1,98,17.0
2164,1,2003,2020,1,90,17.0
2165,1,2006,2020,1,93,17.0
2166,0,2017,2017,9,60,10.0
2167,1,2017,2019,3,125,14.0
2168,0,2020,2020,1,60,14.0
2169,1,2020,2020,11,106,10.0
2170,1,2016,2017,3,114,14.0
2171,0,2017,2017,9,60,18.0
2172,1,2019,2019,11,40,18.0
2173,1,2012,2020,5,83,14.0
2174,1,2019,2019,2,117,18.0
2175,1,2013,2019,4,99,18.0
2177,1,2015,2015,12,60,0.0
2178,1,2015,2015,12,60,0.0
2179,1,2017,2019,12,91,10.0
2180,0,2018,2018,9,60,18.0
2181,1,2018,2019,5,96,14.0
2182,1,2017,2019,9,102,17.0
2183,1,2018,2019,10,90,14.0
2184,1,2018,2020,11,123,18.0
2185,1,2018,2018,3,103,18.0
2186,0,2018,2018,7,120,10.0
2187,1,2017,2017,9,137,18.0
2188,1,2016,2017,3,90,18.0
2189,1,2019,2020,10,112,13.0
2190,1,2017,2018,4,49,14.0
2193,0,2015,2018,12,120,14.0
2194,1,2016,2018,8,124,14.0
2195,1,2019,2020,4,60,14.0
2196,0,2017,2017,3,60,18.0
2197,1,1982,2019,9,104,17.0
2198,1,2015,2017,4,83,18.0
2199,0,2014,2018,7,180,0.0
2200,1,2000,2018,8,163,14.0
2201,0,2017,2017,6,120,18.0
2202,1,2008,2017,1,119,13.0
2203,0,2020,2020,11,180,0.0
2204,1,2018,2018,8,74,10.0
2205,1,2016,2019,6,102,14.0
2206,0,2019,2019,5,60,10.0
2207,0,2018,2018,3,60,18.0
2208,1,2018,2018,8,83,18.0
2209,0,2020,2020,6,60,10.0
2211,0,2018,2018,12,120,18.0
2212,1,1978,2018,7,88,18.0
2213,1,2017,2018,11,86,18.0
2214,0,2018,2018,11,180,18.0
2215,0,2020,2020,2,60,18.0
2216,1,2017,2018,5,66,18.0
2217,0,2016,2020,10,120,18.0
2218,0,2017,2017,10,60,10.0
2219,0,2011,2017,10,60,14.0
2220,1,2015,2017,6,90,10.0
2221,1,2010,2020,5,134,17.0
2222,1,2015,2016,3,92,10.0
2223,1,2012,2019,8,145,17.0
2224,1,2015,2018,8,105,18.0
2225,1,2019,2019,8,95,18.0
2226,1,2018,2019,9,93,18.0
2227,1,2018,2020,4,93,14.0
2228,1,1977,2018,3,84,0.0
2229,1,2016,2016,12,112,14.0
2230,0,2017,2018,12,60,14.0
2231,1,2017,2017,10,93,18.0
2232,1,2017,2017,12,81,14.0
2233,1,1956,2019,11,98,0.0
2234,1,2016,2017,2,123,14.0
2235,0,2016,2017,3,60,10.0
2236,1,2020,2020,6,132,14.0
2237,0,2011,2016,9,540,18.0
2238,0,2019,2019,6,120,14.0
2239,1,2018,2018,8,74,18.0
2240,1,2016,2017,5,87,18.0
2241,0,2019,2020,11,60,14.0
2242,0,2011,2017,9,60,18.0
2243,1,2018,2018,5,105,18.0
2244,1,2017,2018,2,109,18.0
2245,1,2011,2019,10,96,10.0
2246,0,2020,2020,2,120,18.0
2247,1,2020,2020,1,61,18.0
2248,1,2008,2021,1,88,13.0
2249,0,2016,2016,12,60,18.0
2250,1,2013,2019,2,125,14.0
2251,1,1994,2019,8,118,17.0
2252,1,2007,2019,4,113,17.0
2253,1,2019,2019,10,100,18.0
2254,1,2016,2017,10,79,18.0
2255,1,2012,2017,10,86,17.0
2256,1,2019,2019,4,61,18.0
2257,1,2019,2019,4,54,18.0
2258,1,2018,2018,6,66,18.0
2259,1,2016,2020,3,87,18.0
2260,1,2007,2016,4,70,18.0
2261,0,2020,2020,6,60,18.0
2262,1,2019,2019,7,32,14.0
2263,0,2003,2021,1,660,10.0
2264,1,2017,2017,4,85,18.0
2265,1,2018,2020,8,91,18.0
2266,1,2018,2020,3,105,17.0
2267,1,2020,2020,9,93,18.0
2268,1,2018,2018,2,65,10.0
2269,1,2007,2021,1,115,10.0
2270,1,2016,2019,10,91,17.0
2271,0,2019,2019,7,180,0.0
2272,1,2018,2018,12,58,0.0
2273,1,2019,2019,2,51,0.0
2274,1,2016,2020,10,139,17.0
2275,1,1993,2020,1,112,10.0
2276,1,2018,2018,10,135,18.0
2277,1,2018,2020,5,99,10.0
2278,1,2015,2017,12,103,17.0
2279,1,2016,2019,6,116,18.0
2280,1,2015,2016,2,72,18.0
2281,1,2015,2020,2,86,10.0
2282,0,2016,2017,9,60,14.0
2283,1,2019,2020,3,104,10.0
2284,0,2020,2020,3,60,18.0
2285,0,2017,2018,1,240,10.0
2286,1,2009,2020,1,97,17.0
2287,1,2016,2018,4,92,17.0
2288,0,2003,2021,1,600,14.0
2289,0,2019,2019,1,120,18.0
2290,1,1980,2020,4,161,14.0
2291,1,2014,2020,6,104,18.0
2292,0,2016,2016,12,180,18.0
2293,1,2017,2019,6,93,14.0
2294,1,2013,2014,4,35,14.0
2295,1,2010,2020,9,93,17.0
2296,1,2016,2018,7,99,10.0
2297,1,2018,2020,2,106,18.0
2298,0,2018,2018,11,180,18.0
2299,0,2011,2016,1,60,10.0
2300,1,2011,2016,1,47,10.0
2301,1,2011,2016,1,52,10.0
2302,1,2008,2019,7,97,17.0
2303,1,2013,2020,11,85,17.0
2304,0,2018,2018,11,60,18.0
2305,1,2013,2019,12,135,14.0
2308,1,2019,2020,2,110,10.0
2309,1,2015,2016,9,88,10.0
2311,0,2020,2019,12,300,10.0
2312,1,2017,2018,2,134,10.0
2313,0,2010,2018,1,300,14.0
2314,1,2017,2017,12,82,17.0
2315,1,2018,2020,7,87,14.0
2316,1,2016,2018,1,106,18.0
2317,1,2020,2020,12,109,18.0
2318,1,2019,2019,9,97,18.0
2319,1,2017,2019,4,88,18.0
2320,0,2020,2020,12,60,14.0
2321,1,2019,2019,1,98,18.0
2322,1,2017,2020,4,110,18.0
2323,1,2009,2019,3,88,10.0
2324,1,2004,2017,3,123,18.0
2325,1,2016,2020,4,104,18.0
2326,1,2015,2020,7,128,14.0
2328,1,2019,2019,1,91,14.0
2329,1,2017,2018,11,132,18.0
2330,1,2016,2016,12,88,14.0
2331,0,2018,2018,6,60,14.0
2332,1,2018,2018,3,58,14.0
2333,1,2017,2017,1,57,18.0
2334,1,2015,2018,11,126,14.0
2335,1,2017,2017,9,101,18.0
2336,1,2013,2017,9,108,14.0
2337,0,2016,2016,9,120,10.0
2338,1,2017,2018,9,111,10.0
2339,1,2011,2019,12,135,14.0
2340,0,2020,2020,8,60,0.0
2341,1,2012,2020,5,96,14.0
2342,1,2019,2019,8,98,18.0
2343,1,2019,2019,8,98,18.0
2344,1,2019,2019,8,98,18.0
2345,1,2018,2018,3,102,18.0
2346,0,2009,2016,9,60,18.0
2347,0,2020,2020,12,60,14.0
2348,1,2016,2020,1,86,18.0
2349,1,2003,2021,1,148,18.0
2350,0,2014,2017,4,60,10.0
2351,1,2002,2019,8,167,17.0
2352,1,2016,2017,2,96,18.0
2353,1,2018,2018,9,109,18.0
2354,1,2014,2020,2,70,14.0
2357,1,2009,2020,1,78,0.0
2358,1,2016,2016,12,62,18.0
2360,0,2019,2020,6,60,10.0
2361,1,2009,2018,10,96,10.0
2362,1,2011,2018,11,95,10.0
2363,1,2018,2019,5,126,18.0
2364,1,2015,2020,2,97,18.0
2365,1,2016,2018,12,107,18.0
2366,1,2016,2017,12,118,18.0
2367,1,2018,2018,7,130,10.0
2368,1,2019,2019,10,154,14.0
2369,1,2017,2018,2,90,10.0
2370,1,2017,2017,10,107,13.0
2371,1,2018,2019,4,95,18.0
2372,1,2018,2019,2,96,14.0
2373,0,2015,2017,8,60,10.0
2374,0,2016,2017,8,60,10.0
2375,0,2020,2020,2,60,18.0
2376,0,2016,2016,6,60,18.0
2377,1,2020,2020,6,52,18.0
2378,1,2003,2016,12,87,10.0
2379,1,2017,2017,9,103,18.0
2381,0,2020,2020,7,60,10.0
2382,1,2010,2020,1,109,17.0
2383,1,2019,2020,5,98,18.0
2384,1,2017,2017,5,101,18.0
2385,0,2020,2020,9,60,10.0
2386,1,2014,2014,12,103,10.0
2387,0,2017,2018,11,60,18.0
2388,1,2008,2019,4,110,13.0
2389,1,2016,2017,11,104,18.0
2390,1,2005,2019,11,85,13.0
2391,1,2013,2020,10,101,18.0
2392,1,2013,2018,11,129,18.0
2393,1,1990,2019,12,163,14.0
2394,1,2017,2017,12,100,18.0
2395,0,2020,2020,4,60,14.0
2396,1,2017,2017,9,78,0.0
2397,1,2013,2019,2,58,18.0
2399,1,2007,2020,10,110,13.0
2400,1,2020,2020,1,145,18.0
2401,1,2014,2019,2,58,18.0
2402,0,2012,2019,10,60,14.0
2403,1,2013,2019,2,56,14.0
2404,1,2019,2019,10,22,18.0
2405,1,2020,2020,11,95,17.0
2406,0,2018,2018,8,60,18.0
2407,1,1997,2019,12,161,18.0
2408,1,2005,2018,9,141,14.0
2410,1,1958,2019,11,115,0.0
2411,0,2006,2017,10,420,14.0
2412,0,2016,2016,11,60,14.0
2413,1,2013,2021,1,101,13.0
2414,1,2020,2020,9,96,18.0
2415,1,2013,2018,12,68,18.0
2416,1,2008,2018,12,58,18.0
2417,1,2012,2018,7,90,13.0
2418,1,2020,2020,10,126,18.0
2419,0,2019,2020,1,60,18.0
2420,1,2018,2019,3,106,17.0
2421,0,2018,2018,11,60,18.0
2422,1,2019,2020,2,92,18.0
2423,1,2013,2019,2,103,14.0
2424,1,2020,2020,11,82,18.0
2425,0,2017,2017,4,60,18.0
2426,1,2017,2017,2,71,18.0
2427,0,2007,2020,9,480,14.0
2428,0,2019,2019,6,300,18.0
2429,0,2018,2019,10,60,18.0
2430,0,2019,2019,6,120,18.0
2431,0,2012,2019,12,60,10.0
2432,1,2015,2019,11,121,18.0
2433,1,2019,2019,7,77,18.0
2434,1,2020,2020,12,91,13.0
2435,0,2015,2015,7,360,14.0
2436,0,2019,2019,9,180,18.0
2440,0,2019,2019,8,180,18.0
2441,0,2020,2020,8,120,14.0
2443,0,2010,2017,8,60,14.0
2444,1,2018,2018,10,86,10.0
2445,1,2020,2020,3,103,10.0
2448,0,2019,2019,6,120,10.0
2449,1,2019,2019,11,60,10.0
2450,1,2018,2019,2,111,10.0
2451,0,2015,2019,7,60,14.0
2452,1,2016,2018,10,103,10.0
2454,1,2014,2020,4,113,10.0
2455,1,2018,2018,12,106,10.0
2456,1,2017,2018,5,105,18.0
2457,0,2017,2017,11,60,18.0
2458,0,2017,2018,1,60,14.0
2459,1,2018,2018,7,101,14.0
2460,1,2018,2019,1,91,10.0
2461,0,2020,2020,8,60,18.0
2462,1,2018,2018,7,88,0.0
2463,1,1979,2019,12,137,10.0
2465,1,1995,2019,12,130,13.0
2466,1,2019,2020,6,89,18.0
2468,1,2016,2018,12,110,17.0
2469,1,2014,2020,7,112,14.0
2470,1,2008,2020,9,135,18.0
2471,1,2006,2019,12,148,14.0
2472,0,2016,2017,8,120,18.0
2473,1,2018,2019,1,100,17.0
2474,0,2015,2017,7,60,14.0
2475,1,2017,2019,12,101,14.0
2476,1,1997,2021,1,96,10.0
2477,1,2018,2020,10,115,14.0
2478,0,2019,2019,12,120,18.0
2479,1,2009,2021,1,96,13.0
2480,1,2016,2017,1,90,17.0
2481,1,2014,2017,4,103,17.0
2482,1,2019,2020,8,75,18.0
2483,1,2012,2019,6,99,18.0
2485,0,2017,2017,11,120,14.0
2486,0,2020,2020,10,60,18.0
2487,1,2005,2019,6,93,10.0
2488,1,2014,2017,9,90,17.0
2489,1,2019,2019,5,90,10.0
2490,1,2017,2020,2,101,17.0
2491,0,2019,2020,4,300,10.0
2492,0,2012,2016,12,60,14.0
2493,1,1990,2021,1,145,17.0
2494,0,2016,2018,4,120,14.0
2495,1,2017,2018,3,95,18.0
2496,1,2011,2017,8,92,17.0
2497,1,2016,2017,12,102,17.0
2498,0,1998,2014,11,300,0.0
2499,1,2018,2019,4,90,10.0
2500,1,2013,2020,4,144,14.0
2502,1,2001,2019,11,137,17.0
2503,0,2012,2013,10,360,14.0
2504,0,2019,2019,9,300,18.0
2505,1,2003,2021,1,98,17.0
2506,1,2015,2017,10,109,14.0
2507,1,2018,2019,1,150,18.0
2508,0,2020,2020,1,360,18.0
2509,0,2020,2020,11,60,18.0
2510,1,2008,2020,10,117,17.0
2511,0,2017,2019,7,60,10.0
2512,0,2020,2020,10,60,18.0
2513,0,2017,2019,8,120,14.0
2514,0,2013,2017,11,180,10.0
2515,1,2013,2018,3,93,18.0
2516,1,2019,2019,12,96,13.0
2517,1,2012,2018,11,133,14.0
2518,1,2014,2020,5,71,14.0
2519,1,2015,2020,5,80,14.0
2520,1,2017,2019,2,57,18.0
2521,1,2019,2019,4,98,18.0
2522,1,1978,2019,11,110,10.0
2523,0,2016,2018,12,120,10.0
2524,0,2017,2018,10,120,14.0
2525,0,2020,2020,11,120,18.0
2526,0,2017,2017,10,60,10.0
2527,1,2016,2020,3,131,10.0
2528,0,2019,2019,11,60,14.0
2529,0,2019,2019,3,60,18.0
2531,0,2019,2019,8,60,18.0
2532,1,2015,2018,11,95,17.0
2533,1,2016,2018,1,102,18.0
2534,0,2020,2020,3,240,10.0
2535,0,2020,2020,9,300,14.0
2536,1,2018,2018,4,66,18.0
2537,1,2019,2019,10,65,18.0
2538,0,2019,2020,5,960,14.0
2539,1,2015,2016,7,114,17.0
2540,1,2017,2017,2,96,18.0
2541,1,2016,2018,4,97,18.0
2542,1,2018,2020,12,106,17.0
2544,1,2016,2017,1,82,10.0
2545,1,2016,2017,2,78,0.0
2546,1,2019,2019,11,67,0.0
2547,1,2020,2020,12,84,17.0
2548,1,2020,2020,10,95,14.0
2549,1,2020,2020,3,120,18.0
2550,1,1993,2020,4,149,14.0
2551,1,2018,2018,10,126,18.0
2552,1,2015,2017,2,90,10.0
2553,1,2019,2019,11,143,18.0
2554,1,2020,2020,8,113,14.0
2555,0,2008,2021,1,120,14.0
2556,1,2017,2018,5,106,14.0
2557,0,2007,2017,9,60,14.0
2558,1,2007,2018,3,155,10.0
2560,1,2015,2019,7,57,0.0
2561,1,2010,2018,8,121,14.0
2562,0,2017,2017,6,60,18.0
2563,0,2002,2020,9,240,18.0
2564,1,2015,2018,8,91,18.0
2565,1,2013,2017,3,100,18.0
2566,1,2013,2017,3,101,14.0
2567,0,2009,2020,10,180,10.0
2569,0,2016,2018,5,120,18.0
2570,1,2013,2018,10,137,14.0
2571,1,2010,2018,3,138,14.0
2572,1,2012,2019,1,125,14.0
2573,0,2019,2019,11,60,18.0
2574,1,2014,2018,4,95,14.0
2575,1,2014,2018,8,154,18.0
2576,0,2015,2019,11,120,14.0
2577,1,2016,2020,4,106,13.0
2578,1,2007,2020,1,116,10.0
2579,1,2018,2019,3,116,14.0
2580,1,2016,2017,11,97,10.0
2581,1,2017,2020,1,93,14.0
2582,0,2005,2020,10,240,14.0
2583,1,2017,2020,1,129,14.0
2584,1,2018,2018,11,111,14.0
2585,1,2009,2017,5,117,13.0
2586,1,2015,2016,3,65,14.0
2587,0,2017,2017,12,240,14.0
2588,1,2000,2018,3,158,14.0
2589,1,1987,2019,11,110,17.0
2590,1,2018,2019,5,108,18.0
2591,1,2017,2019,5,79,14.0
2592,1,2016,2017,8,95,18.0
2593,0,2020,2020,1,60,14.0
2594,1,2017,2017,5,81,18.0
2595,0,2014,2020,5,60,10.0
2596,1,2017,2020,5,99,17.0
2597,1,2013,2018,8,86,14.0
2598,1,2020,2020,5,73,18.0
2599,1,2018,2018,6,70,18.0
2600,0,2015,2020,6,180,18.0
2601,1,2016,2016,2,68,18.0
2602,1,2018,2017,7,86,18.0
2603,1,2017,2018,3,138,0.0
2604,1,2018,2019,1,110,10.0
2605,0,2018,2019,3,180,18.0
2606,0,2013,2017,1,60,14.0
2607,0,2012,2016,12,60,14.0
2608,1,2018,2018,3,78,18.0
2609,1,2018,2018,11,127,13.0
2610,1,2014,2018,10,129,14.0
2611,1,2017,2018,1,91,18.0
2612,0,2019,2019,8,60,18.0
2613,1,2014,2017,2,179,14.0
2614,1,2019,2020,3,113,18.0
2616,0,2016,2016,3,120,18.0
2617,0,2019,2020,3,120,18.0
2618,0,2015,2016,7,60,18.0
2619,1,2020,2020,5,105,14.0
2620,1,2015,2017,2,93,14.0
2621,1,2020,2020,11,98,17.0
2622,1,1986,2011,10,94,14.0
2623,1,2015,2017,9,79,18.0
2624,1,2015,2020,8,96,17.0
2625,0,2018,2019,1,240,18.0
2626,1,2018,2018,5,67,18.0
2627,1,2009,2018,10,99,10.0
2628,1,2018,2018,1,62,14.0
2629,1,2005,2019,11,55,14.0
2630,1,2008,2019,10,101,17.0
2631,1,2004,2020,1,88,17.0
2632,1,2015,2018,11,95,14.0
2633,0,2014,2019,2,60,14.0
2634,1,2010,2018,4,87,0.0
2636,1,2015,2017,1,83,10.0
2638,0,2014,2015,12,240,10.0
2639,1,2010,2016,10,100,18.0
2641,1,2017,2017,5,73,18.0
2642,1,2014,2020,4,135,14.0
2643,1,1999,2018,3,151,10.0
2644,0,2015,2018,12,60,18.0
2645,0,2020,2020,4,60,18.0
2646,1,2018,2019,8,109,18.0
2648,0,2017,2017,10,120,10.0
2649,0,2015,2017,8,60,14.0
2650,1,2007,2018,11,109,14.0
2651,0,2019,2019,10,120,18.0
2652,0,2017,2018,12,60,0.0
2653,1,2017,2018,1,89,18.0
2654,1,2018,2019,3,99,18.0
2655,1,2020,2020,5,86,18.0
2656,0,2016,2017,8,60,14.0
2657,1,2017,2019,2,86,18.0
2658,0,2015,2015,9,300,14.0
2659,1,2016,2017,6,85,18.0
2660,1,2015,2020,11,129,14.0
2661,1,2015,2017,3,98,14.0
2662,1,2011,2020,3,93,17.0
2663,1,2003,2019,4,111,18.0
2664,1,2020,2020,12,58,18.0
2665,1,2016,2017,5,95,18.0
2666,1,2015,2018,6,89,13.0
2667,1,2015,2016,3,97,17.0
2668,1,2018,2019,1,89,17.0
2669,1,2018,2019,9,90,18.0
2670,1,1998,2018,8,104,18.0
2671,1,2016,2017,6,119,18.0
2672,0,2021,2021,1,60,0.0
2673,1,2011,2017,1,92,18.0
2674,1,2017,2019,2,107,14.0
2675,0,2019,2020,11,60,14.0
2676,0,1999,2020,11,420,14.0
2677,1,2001,2019,12,124,13.0
2678,0,2017,2019,8,660,14.0
2679,1,2017,2018,1,87,18.0
2680,1,2017,2020,5,91,18.0
