,is_movie,release_year,year_added,month_added,duration_num,rating_num
3949,1,2019,2019,12,137,17.0
3950,0,2019,2020,4,60,14.0
3951,0,2018,2019,11,120,10.0
3952,0,2018,2018,2,120,18.0
3953,1,1986,2018,8,90,17.0
3954,1,2002,2019,12,104,17.0
3955,1,2017,2018,1,55,10.0
3956,1,2019,2019,10,62,14.0
3957,1,2016,2018,3,83,14.0
3958,1,2014,2015,3,77,10.0
3959,0,2011,2020,12,60,14.0
3960,0,2011,2020,12,60,14.0
3961,1,2015,2016,2,74,10.0
3962,0,2020,2020,10,420,14.0
3963,0,2018,2018,10,180,18.0
3964,1,2016,2017,1,75,10.0
3965,0,2018,2018,9,120,18.0
3966,1,2013,2014,2,72,10.0
3967,0,2019,2019,6,180,18.0
3968,0,2018,2018,6,120,18.0
3969,0,2017,2017,8,60,18.0
3970,0,2019,2019,1,120,18.0
3971,1,2017,2018,7,103,10.0
3972,1,2014,2020,7,120,10.0
3973,1,2018,2019,7,131,10.0
3974,0,2016,2019,7,60,14.0
3975,0,2020,2020,8,60,18.0
3976,1,2020,2020,3,100,14.0
3977,0,2013,2020,12,240,14.0
3978,1,2016,2016,10,95,18.0
3982,1,2020,2020,3,112,18.0
3983,1,1983,2019,12,138,14.0
3985,0,2017,2017,5,120,18.0
3986,1,2018,2019,10,108,14.0
3987,1,2017,2020,5,91,14.0
3988,1,2017,2018,8,80,18.0
3989,1,2012,2020,5,94,14.0
3990,1,2006,2018,2,132,14.0
3991,1,2018,2018,1,57,18.0
3992,1,2018,2019,7,136,14.0
3993,1,2020,2020,4,63,18.0
3994,1,2013,2017,1,84,14.0
3995,1,2018,2018,11,111,18.0
3996,1,2014,2018,8,99,18.0
3997,1,2017,2019,7,93,14.0
3998,1,2016,2017,5,114,10.0
3999,1,1993,2017,6,122,14.0
4000,1,2019,2019,8,120,10.0
4001,1,2017,2018,9,100,10.0
4002,1,2017,2017,8,67,14.0
4003,1,1988,2018,1,132,10.0
4004,1,2016,2017,2,83,18.0
4005,1,2017,2017,11,54,18.0
4006,1,2016,2019,7,105,17.0
4007,1,2011,2021,1,98,13.0
4008,1,1973,2019,7,112,17.0
4009,0,2020,2020,9,180,14.0
4010,0,2018,2018,11,60,18.0
4011,0,2020,2020,1,60,18.0
4012,0,2019,2020,5,180,18.0
4013,1,2017,2018,3,94,10.0
4014,1,1985,2019,10,90,18.0
4015,0,2016,2019,11,180,10.0
4016,1,2017,2020,8,75,10.0
4017,1,2017,2017,10,48,14.0
4018,0,2013,2019,7,60,0.0
4019,0,2018,2020,6,60,18.0
4020,0,2012,2019,7,60,10.0
4021,1,2017,2018,10,150,18.0
4022,1,2019,2019,10,126,18.0
4023,1,2017,2018,8,110,10.0
4024,0,2016,2019,6,60,14.0
4025,1,2003,2018,7,84,17.0
4026,1,2017,2018,2,118,18.0
4027,1,2019,2020,11,97,18.0
4028,0,2018,2018,12,60,18.0
4029,1,2018,2019,6,86,14.0
4030,0,2017,2019,1,60,14.0
4031,1,1997,2019,10,98,13.0
4032,1,2002,2019,10,88,13.0
4033,0,2020,2020,8,300,14.0
4034,1,2008,2020,6,101,14.0
4035,1,2017,2020,1,82,10.0
4036,1,2016,2017,8,81,18.0
4037,1,2009,2019,2,112,17.0
4038,1,2018,2019,5,88,14.0
4039,1,2016,2016,12,99,18.0
4040,1,2018,2018,4,79,10.0
4041,1,2016,2016,11,88,18.0
4042,1,2019,2019,3,88,14.0
4043,0,2018,2018,5,60,14.0
4044,1,2019,2019,5,103,18.0
4045,1,2018,2019,1,115,18.0
4046,0,2015,2016,12,60,18.0
4047,0,2012,2016,12,300,10.0
4048,0,2019,2019,11,60,10.0
4049,1,2019,2020,6,115,18.0
4050,1,2018,2019,9,106,18.0
4051,1,2017,2018,8,162,14.0
4052,1,2017,2017,8,103,18.0
4053,0,2020,2020,1,60,18.0
4054,1,2013,2020,10,93,17.0
4055,0,2014,2017,2,60,18.0
4056,0,2018,2018,7,60,14.0
4057,1,2016,2018,4,116,14.0
4058,1,2016,2018,12,100,18.0
4059,0,2016,2017,2,60,10.0
4060,1,2017,2019,12,95,17.0
4061,1,2019,2019,8,102,10.0
4062,1,2018,2019,1,105,18.0
4063,1,2009,2018,1,148,14.0
4064,1,2015,2019,8,105,17.0
4066,1,2011,2020,7,86,18.0
4067,1,2017,2017,2,54,18.0
4068,1,2016,2016,11,61,18.0
4069,1,2017,2017,6,19,10.0
4070,1,2020,2020,9,63,18.0
4071,1,2020,2020,9,59,18.0
4072,1,2019,2019,12,60,18.0
4073,1,2009,2020,6,113,17.0
4074,1,2016,2019,3,92,10.0
4075,0,2020,2020,4,60,18.0
4076,1,2020,2020,11,87,0.0
4077,0,2014,2020,6,180,18.0
4078,0,2019,2019,10,120,18.0
4079,0,2018,2019,4,60,14.0
4080,1,2016,2020,9,112,13.0
4090,1,2013,2020,5,76,14.0
4091,1,2017,2017,2,71,18.0
4092,1,2019,2019,11,86,18.0
4093,1,2008,2019,11,56,18.0
4094,1,2015,2015,12,60,18.0
4095,1,2019,2019,6,63,18.0
4096,1,2017,2018,1,124,14.0
4097,1,2018,2020,11,94,17.0
4098,1,2020,2020,6,100,14.0
4099,1,2019,2020,3,115,18.0
4100,1,2018,2020,7,102,18.0
4101,1,2008,2017,2,128,17.0
4102,0,2019,2019,11,120,18.0
4103,0,2020,2020,8,60,18.0
4104,0,2019,2019,8,120,18.0
4105,0,2017,2017,8,60,18.0
4106,0,2015,2017,6,60,14.0
4107,1,2017,2020,1,99,17.0
4108,1,2017,2017,5,88,18.0
4109,0,2019,2019,8,120,18.0
4110,1,2016,2019,2,106,14.0
4111,1,2019,2020,4,83,18.0
4112,0,2015,2018,11,60,10.0
4113,0,2014,2018,9,120,0.0
4116,1,2016,2019,11,78,14.0
4117,1,2017,2018,8,128,14.0
4118,0,2013,2018,12,60,10.0
4119,1,2004,2018,6,136,10.0
4120,1,2019,2020,3,132,14.0
4122,1,2018,2019,3,129,18.0
4123,1,2018,2020,6,98,10.0
4124,1,2019,2019,6,62,14.0
4125,1,2012,2020,4,106,10.0
4126,1,2016,2017,2,129,18.0
4127,0,2014,2019,8,60,18.0
4128,1,2019,2020,4,120,10.0
4129,1,2017,2019,8,81,14.0
4130,1,2019,2020,2,82,0.0
4131,0,2020,2020,11,60,18.0
4132,1,2020,2020,1,85,18.0
4133,0,2019,2019,11,60,14.0
4134,0,2015,2018,5,60,14.0
4135,1,2015,2017,10,90,13.0
4136,0,2016,2016,12,60,14.0
4137,1,2020,2020,11,136,10.0
4138,1,2014,2018,12,89,18.0
4139,1,2014,2015,9,130,13.0
4140,1,2017,2017,12,85,14.0
4141,0,2012,2016,12,60,10.0
4143,0,2015,2016,8,60,18.0
4144,1,2015,2017,1,94,18.0
4146,1,2019,2020,2,102,18.0
4147,1,2014,2014,8,94,10.0
4148,1,2017,2017,8,100,14.0
4149,1,2008,2019,5,119,18.0
4150,1,2018,2019,7,107,18.0
4151,1,2014,2017,8,93,10.0
4152,1,2015,2018,7,109,17.0
4153,1,2014,2014,1,93,10.0
4154,1,2018,2018,10,57,18.0
4155,1,2019,2019,9,64,18.0
4156,0,2018,2018,5,60,18.0
4157,0,2014,2018,9,60,10.0
4158,0,2016,2019,11,120,14.0
4159,1,2018,2020,5,54,10.0
4160,0,2000,2020,8,360,10.0
4161,1,2016,2017,5,109,18.0
4162,1,2019,2020,12,96,14.0
4163,1,2017,2018,6,92,18.0
4164,1,2016,2018,8,168,14.0
4165,1,2015,2018,7,93,17.0
4166,1,2019,2019,9,100,14.0
4168,1,2017,2020,4,141,17.0
4169,1,2017,2018,8,139,14.0
4170,0,2014,2017,7,60,14.0
4171,1,2018,2020,4,92,14.0
4172,1,2003,2019,1,119,13.0
4173,0,2021,2021,1,120,18.0
4174,1,2016,2017,10,84,17.0
4175,0,2015,2019,7,60,10.0
4176,1,2020,2020,4,57,18.0
4177,1,1997,2019,11,96,17.0
4178,1,2019,2019,4,122,18.0
4180,0,2014,2017,3,60,10.0
4181,0,2018,2018,9,60,18.0
4182,1,2016,2016,3,83,10.0
4183,1,2017,2019,6,117,18.0
4184,1,2017,2018,4,93,10.0
4197,1,2013,2015,7,60,0.0
4199,1,2006,2020,12,91,10.0
4202,1,2005,2020,1,101,13.0
4203,1,2014,2020,1,119,17.0
4204,0,2014,2020,5,60,10.0
4205,0,2013,2019,7,60,0.0
4206,0,2011,2019,7,60,0.0
4207,1,1975,2019,1,92,10.0
4208,0,2014,2018,10,60,18.0
4209,1,2008,2018,10,55,18.0
4210,1,2014,2018,10,137,18.0
4211,1,2000,2018,10,56,18.0
4212,1,1998,2018,10,58,18.0
4213,1,1982,2018,10,80,17.0
4214,1,2014,2018,10,94,18.0
4215,0,2009,2018,10,60,18.0
4216,0,1972,2018,10,60,18.0
4217,0,1974,2018,10,240,14.0
4218,1,1979,2018,10,94,17.0
4219,0,2005,2018,10,60,18.0
4220,0,2018,2019,10,60,18.0
4221,1,2009,2020,1,97,17.0
4222,1,2016,2019,5,111,17.0
4223,1,2015,2017,9,96,17.0
4224,1,2015,2017,11,135,14.0
4225,0,2018,2019,3,60,14.0
4227,1,2016,2018,11,91,17.0
4228,0,2019,2019,11,60,18.0
4229,1,2013,2018,2,84,18.0
4230,1,2011,2018,2,121,14.0
4231,1,2012,2019,1,61,18.0
4232,0,2017,2018,7,120,18.0
4233,0,2020,2020,6,120,18.0
4234,1,2016,2017,5,83,18.0
4235,1,2020,2020,11,103,18.0
4236,1,2020,2020,11,127,14.0
4238,1,2019,2020,1,132,14.0
4239,1,2016,2018,10,117,10.0
4242,1,2017,2018,10,74,10.0
4243,0,2020,2020,10,60,18.0
4244,1,2013,2019,4,94,17.0
4245,0,2018,2019,9,180,0.0
4246,0,2016,2018,4,60,10.0
4247,1,2018,2018,12,105,13.0
4248,1,2018,2018,10,131,18.0
4249,1,2016,2018,12,105,13.0
4250,1,2002,2020,8,97,13.0
4251,1,2015,2017,6,102,14.0
4252,0,2020,2020,12,180,14.0
4253,1,2014,2020,8,93,10.0
4254,1,2016,2016,12,97,18.0
4255,1,2015,2020,2,96,17.0
4256,1,2009,2020,6,97,14.0
4257,1,2017,2017,12,91,18.0
4258,0,2018,2018,7,60,18.0
4259,1,1984,2018,8,86,14.0
4260,1,2007,2019,9,88,13.0
4261,0,2013,2019,4,120,0.0
4262,1,2020,2020,5,107,18.0
4263,1,2012,2019,6,90,14.0
4264,1,2017,2017,11,153,13.0
4265,1,2016,2016,10,96,18.0
4266,1,2015,2017,9,104,18.0
4267,1,2020,2020,7,96,14.0
4268,1,2015,2017,3,136,14.0
4269,1,2012,2021,1,131,13.0
4270,1,2017,2017,11,135,17.0
4271,1,2012,2018,10,150,14.0
4272,1,2019,2020,5,98,14.0
4273,1,2004,2019,12,158,10.0
4274,1,1989,2017,9,163,14.0
4275,1,2006,2020,12,98,10.0
4276,1,2012,2016,11,77,18.0
4277,1,2014,2020,7,107,18.0
4278,1,2003,2019,4,116,14.0
4279,1,2008,2018,11,135,18.0
4280,1,2018,2019,5,104,18.0
4281,1,2014,2018,11,139,14.0
4282,1,2014,2018,1,85,10.0
4283,1,2014,2020,9,110,10.0
4284,1,1987,2020,4,172,14.0
4285,1,2017,2017,12,128,18.0
4286,1,2011,2018,10,134,14.0
4287,0,2017,2018,3,180,18.0
4288,0,2018,2018,12,60,18.0
4289,1,2019,2019,6,98,13.0
4291,1,2020,2020,4,97,18.0
4292,0,2017,2018,4,180,18.0
4293,0,2015,2016,10,60,10.0
4294,1,2019,2019,4,102,14.0
4295,1,2013,2020,12,106,14.0
4296,1,2017,2018,1,86,14.0
4297,0,2017,2017,6,120,10.0
4298,1,2018,2018,2,127,18.0
4299,1,2020,2020,5,94,18.0
4300,1,1962,2019,11,185,10.0
4301,1,2015,2018,11,136,18.0
4302,1,2010,2020,11,105,14.0
4303,0,2012,2018,10,120,10.0
4304,1,2010,2018,10,80,10.0
4305,1,2016,2016,3,84,14.0
4306,1,2015,2016,10,97,18.0
4307,1,2018,2018,7,92,14.0
4308,1,2005,2018,10,116,10.0
4309,0,2019,2019,10,60,14.0
4310,1,2017,2018,6,95,14.0
4311,0,2017,2019,4,60,18.0
4312,0,2019,2019,11,60,14.0
4313,1,2013,2019,4,99,14.0
4314,1,2016,2018,1,77,13.0
4315,1,2017,2019,2,121,14.0
4316,1,2015,2017,8,91,18.0
4317,0,2019,2019,7,120,14.0
4318,1,2011,2018,10,100,14.0
4319,1,2007,2018,5,91,14.0
4320,1,1991,2020,1,102,13.0
4321,1,2017,2017,12,119,14.0
4322,0,2020,2020,2,60,14.0
4324,1,2012,2020,6,100,18.0
4325,0,2017,2019,7,60,10.0
4326,0,2019,2019,3,60,18.0
4327,1,2016,2017,10,68,13.0
4328,0,2017,2017,11,60,14.0
4329,0,2016,2017,6,60,10.0
4337,0,2018,2020,6,60,18.0
4338,1,2016,2020,9,115,18.0
4339,0,2002,2019,11,60,10.0
4340,0,2020,2020,10,180,18.0
4341,1,2019,2019,10,61,10.0
4342,1,2020,2020,9,86,0.0
4343,0,2017,2017,6,60,18.0
4344,1,2013,2019,3,104,14.0
4345,1,2015,2015,3,82,18.0
4346,0,2020,2020,8,60,0.0
4347,1,2018,2018,5,92,10.0
4348,0,2018,2019,3,60,14.0
4349,0,2016,2016,12,60,14.0
4350,0,2017,2019,11,60,14.0
4351,1,2001,2018,8,90,14.0
4352,1,2015,2017,7,99,18.0
4353,0,2017,2020,4,60,14.0
4354,0,2017,2020,6,60,18.0
4355,1,2009,2019,9,109,13.0
4356,1,2008,2020,5,93,10.0
4357,1,2018,2020,10,100,18.0
4358,1,2016,2020,4,107,0.0
4359,1,2019,2020,4,95,14.0
4360,1,2009,2018,10,111,18.0
4361,0,2013,2019,2,60,18.0
4362,1,2018,2018,9,86,14.0
4363,1,2017,2019,2,111,18.0
4364,1,2012,2018,7,108,18.0
4365,1,2016,2016,11,101,14.0
4366,1,2011,2019,5,99,17.0
4367,1,2017,2019,12,100,18.0
4368,1,2014,2019,4,99,14.0
4369,0,2020,2020,8,60,10.0
4370,0,1999,2018,3,60,14.0
4371,0,2018,2018,11,120,14.0
4372,1,1988,2021,1,104,17.0
4373,0,2020,2020,5,60,18.0
4374,1,2003,2019,9,138,17.0
4375,0,2014,2017,7,60,14.0
4376,1,2017,2018,8,88,10.0
4377,0,2019,2019,11,60,18.0
4378,0,2017,2017,12,60,10.0
4379,1,2013,2018,10,122,14.0
4380,1,2017,2018,8,141,14.0
4381,1,2014,2018,10,147,14.0
4382,1,2006,2019,11,92,10.0
4383,0,2020,2020,4,60,0.0
4384,1,2016,2017,2,73,10.0
4385,0,2014,2020,8,60,14.0
4386,0,2020,2020,4,240,10.0
4387,0,2019,2019,10,60,14.0
4388,0,2020,2020,1,60,14.0
4389,0,2019,2019,11,120,10.0
4390,0,2021,2021,1,180,10.0
4391,0,2019,2019,10,60,10.0
4392,1,2017,2018,3,85,18.0
4393,1,2017,2017,8,97,14.0
4394,1,2016,2020,5,91,10.0
4395,1,1982,2019,12,171,14.0
4396,1,2007,2018,7,130,14.0
4398,1,1999,2019,1,101,18.0
4399,1,2015,2015,11,91,18.0
4400,1,2018,2019,3,99,18.0
4401,0,2017,2017,9,180,18.0
4402,0,2020,2020,2,120,18.0
4403,0,2019,2019,11,60,18.0
4404,0,2006,2019,9,540,14.0
4405,1,2008,2016,10,93,10.0
4406,1,2009,2017,9,96,10.0
4407,1,2011,2017,9,102,14.0
4408,1,2007,2016,10,95,10.0
4409,1,2010,2017,9,85,14.0
4410,1,2005,2017,9,97,10.0
4411,1,2006,2017,9,95,10.0
4412,1,2004,2017,9,83,10.0
4413,1,2013,2018,10,115,14.0
4414,1,2020,2020,8,72,10.0
4415,1,2018,2018,3,69,18.0
4416,1,2017,2017,11,76,18.0
4417,1,2020,2020,12,60,18.0
4418,1,2010,2017,5,51,14.0
4419,1,2019,2019,3,61,10.0
4420,1,2018,2019,1,114,18.0
4421,1,2016,2017,5,92,18.0
4422,1,1993,2019,11,82,13.0
4423,1,2016,2018,2,42,0.0
4424,1,2004,2018,6,131,10.0
4425,1,2016,2018,6,165,14.0
4426,1,2016,2016,9,91,17.0
4427,1,2015,2016,12,101,17.0
4428,0,2018,2018,10,60,10.0
4429,0,2016,2017,3,60,0.0
4430,1,2016,2017,3,53,0.0
4431,0,2009,2015,10,60,10.0
4432,0,2009,2015,4,60,10.0
4433,0,2016,2017,10,60,10.0
4434,0,2015,2019,9,180,10.0
4435,1,2013,2018,10,121,10.0
4436,1,1945,2017,3,59,18.0
4437,0,2016,2017,3,180,10.0
4438,0,2017,2018,7,900,14.0
4439,1,2019,2020,5,110,14.0
4440,1,2017,2017,1,66,18.0
4441,1,2014,2020,9,137,14.0
4442,1,2016,2018,10,103,14.0
4443,1,2018,2019,2,132,14.0
4444,0,2018,2018,12,120,18.0
4445,0,1995,2019,6,60,18.0
4446,1,2016,2017,6,108,17.0
4447,1,2009,2020,4,108,14.0
4448,0,2016,2016,3,60,18.0
4449,0,2020,2020,4,60,14.0
4450,1,2018,2019,2,89,10.0
4451,0,2018,2019,4,420,14.0
4452,1,2018,2020,4,107,14.0
4453,1,2004,2020,1,91,10.0
4454,1,2017,2018,2,117,18.0
4456,1,2007,2019,7,96,13.0
4457,1,2018,2019,1,117,14.0
4458,1,2018,2018,9,106,10.0
4459,0,2020,2020,1,60,14.0
4460,1,2017,2018,5,124,14.0
4461,0,2018,2020,4,60,18.0
4462,1,2018,2020,8,104,18.0
4463,1,2018,2020,8,87,18.0
4464,1,2013,2019,6,113,17.0
4465,1,2018,2020,9,93,18.0
4466,0,2020,2020,1,60,10.0
4467,1,2020,2020,2,59,10.0
4468,0,2021,2021,1,60,18.0
4469,1,2014,2020,8,118,17.0
4470,0,2018,2019,12,60,18.0
4471,0,2016,2017,2,60,14.0
4472,0,2016,2019,7,120,18.0
4473,1,2008,2019,7,97,13.0
4474,1,2019,2019,10,64,18.0
4475,1,2016,2017,3,94,18.0
4476,1,2019,2020,7,115,18.0
4477,1,2009,2019,2,99,17.0
4479,0,1997,2016,1,60,0.0
4480,1,2019,2020,1,107,14.0
4481,0,2020,2020,1,60,18.0
4482,1,2015,2017,3,102,14.0
4483,1,2018,2019,4,125,10.0
4484,1,2005,2020,4,208,18.0
4485,1,2005,2018,3,161,10.0
4486,1,2018,2018,5,116,18.0
4487,0,2014,2020,2,60,18.0
4488,1,2017,2019,12,106,18.0
4489,0,2019,2019,8,120,10.0
4490,1,1979,2020,5,237,14.0
4491,1,2011,2018,11,131,18.0
4492,1,2017,2019,8,102,18.0
4493,1,2011,2019,3,103,18.0
4494,1,2007,2019,10,104,10.0
4495,0,2019,2019,11,60,18.0
4496,0,2016,2017,9,60,10.0
4497,0,2016,2016,12,60,17.0
4498,1,2019,2019,10,109,18.0
4499,1,2020,2020,6,92,18.0
4500,1,2020,2020,10,103,18.0
4501,1,2017,2017,6,96,14.0
4502,0,2019,2019,11,60,18.0
4503,1,2016,2020,12,117,17.0
4505,0,2018,2018,9,60,18.0
4506,1,2017,2017,5,61,18.0
4508,1,2019,2020,8,92,10.0
4509,1,2019,2019,9,90,10.0
4510,1,2016,2016,11,91,18.0
4511,0,2020,2020,7,180,18.0
4513,0,2019,2019,3,60,14.0
4514,1,2017,2018,1,50,14.0
4515,1,2020,2020,11,84,18.0
4516,1,2016,2017,3,87,10.0
4517,1,2018,2018,11,94,18.0
4518,1,2018,2018,7,133,10.0
4519,1,2019,2019,12,97,13.0
4520,1,2017,2019,7,53,0.0
4521,1,2018,2019,7,113,0.0
4522,1,2017,2019,7,53,10.0
4523,1,2017,2019,7,54,10.0
4524,1,2017,2019,7,53,10.0
4525,1,2017,2019,7,54,0.0
4526,1,2018,2019,7,113,14.0
4527,1,2017,2019,7,53,0.0
4528,1,2017,2019,7,53,10.0
4529,1,2018,2019,7,53,10.0
4530,1,2017,2019,7,54,14.0
4531,1,2017,2019,7,54,10.0
4532,1,2017,2019,7,52,10.0
4533,1,2017,2019,7,54,10.0
4534,1,2017,2019,7,54,10.0
4535,1,2018,2019,7,53,0.0
4536,1,2017,2019,7,53,10.0
4537,1,2018,2019,7,53,10.0
4538,1,2018,2019,7,113,10.0
4539,1,2012,2019,7,53,0.0
4540,0,2018,2018,6,60,18.0
4541,1,2017,2020,7,86,13.0
4542,1,1995,2019,8,102,13.0
4543,1,2016,2018,1,114,18.0
4544,1,2009,2018,4,99,17.0
4545,0,2019,2019,10,60,18.0
4546,0,2016,2016,7,60,18.0
4547,0,2018,2018,8,60,18.0
4549,1,2012,2017,12,55,10.0
4550,1,2015,2018,4,91,18.0
4551,0,2011,2016,12,60,18.0
4552,0,2015,2015,12,420,18.0
4553,0,2016,2017,8,60,14.0
4555,1,2013,2018,8,124,18.0
4556,1,2016,2017,1,102,18.0
4557,0,2016,2018,4,60,18.0
4558,1,2016,2018,12,122,17.0
4559,1,2014,2018,7,84,17.0
4560,1,2009,2019,9,84,0.0
4561,1,2018,2019,1,120,17.0
4562,0,2019,2019,12,180,18.0
4563,1,1960,2019,11,127,10.0
4564,1,2007,2019,10,122,13.0
4565,1,2004,2019,10,125,13.0
4566,0,2017,2018,2,60,14.0
4567,0,2020,2020,1,60,18.0
4574,1,2018,2018,11,121,14.0
4575,0,2015,2017,6,180,18.0
4576,1,2015,2016,9,107,18.0
4577,1,2020,2020,7,140,18.0
4578,0,2011,2016,8,60,14.0
4579,1,2016,2017,3,91,17.0
4580,1,2016,2017,9,89,18.0
4581,0,2017,2017,9,420,18.0
4583,1,1995,2017,6,154,14.0
4584,0,2015,2019,8,60,18.0
4585,1,2011,2018,7,103,18.0
4586,1,2012,2018,8,103,18.0
4587,1,2015,2018,7,106,18.0
4588,1,2012,2020,7,129,10.0
4590,0,2020,2020,5,60,0.0
4591,1,2017,2017,6,102,18.0
4592,1,2019,2019,6,109,18.0
4593,1,2019,2019,9,157,14.0
4594,1,2019,2019,9,146,14.0
4595,1,2019,2019,9,146,14.0
4596,0,2013,2020,8,60,0.0
4597,1,2016,2019,12,110,14.0
4598,1,2017,2017,6,121,18.0
4599,1,2018,2020,6,96,10.0
4600,1,2017,2017,4,102,14.0
4601,0,2020,2020,10,60,18.0
4602,1,2018,2019,1,96,14.0
4603,0,2015,2016,10,60,18.0
4604,0,2013,2016,11,60,10.0
4606,1,2014,2019,9,82,18.0
4607,1,2013,2019,5,119,17.0
4608,1,2007,2018,4,169,14.0
4609,1,2009,2020,5,101,14.0
4610,1,2012,2019,4,97,18.0
4611,0,2020,2020,1,60,18.0
4612,1,2017,2018,2,116,18.0
4613,0,2018,2018,8,60,14.0
4614,0,2020,2020,3,180,14.0
4615,1,2018,2018,9,100,18.0
4616,0,2017,2020,2,60,18.0
4617,1,1983,2018,8,89,14.0
4618,1,2017,2018,1,92,14.0
4619,1,2016,2018,5,107,14.0
4620,1,2010,2018,12,95,18.0
4621,1,2018,2018,9,101,10.0
4622,1,2018,2018,12,78,18.0
4623,1,2018,2018,12,79,18.0
4624,1,2018,2018,8,86,14.0
4625,1,2018,2018,8,70,10.0
4626,1,2018,2018,8,66,18.0
4627,1,2018,2018,12,73,10.0
4628,1,2018,2018,12,83,18.0
4629,1,2018,2018,8,72,10.0
4630,0,2019,2020,12,60,14.0
4631,0,2019,2019,11,60,14.0
4632,1,2019,2020,4,111,18.0
4634,1,2013,2019,5,142,14.0
4635,1,1968,2019,11,166,13.0
4636,1,2001,2017,3,160,14.0
4637,1,2014,2020,7,135,14.0
4638,1,2016,2018,9,135,10.0
4639,0,2019,2019,2,180,10.0
4640,1,2020,2020,5,128,0.0
4641,1,2019,2020,5,120,14.0
4642,1,2013,2019,10,92,10.0
4643,1,2017,2017,11,87,0.0
4644,1,2016,2016,12,70,14.0
4645,1,1998,2018,8,31,18.0
4646,1,2018,2019,8,92,18.0
4647,1,2017,2018,1,89,18.0
4648,0,2016,2017,3,60,14.0
4649,1,2012,2020,11,102,14.0
4650,1,2016,2017,10,93,18.0
4651,1,2017,2017,10,95,14.0
4652,0,2006,2020,10,300,14.0
4653,0,2002,2020,6,240,14.0
4654,0,2019,2019,7,60,14.0
4655,0,2018,2019,2,60,10.0
4656,1,2020,2020,6,86,0.0
4657,0,2015,2017,3,60,14.0
4658,1,2020,2020,6,90,18.0
4659,1,2019,2020,7,97,18.0
4660,1,2013,2018,5,90,17.0
4661,1,2018,2019,1,88,14.0
4662,1,2015,2018,11,76,18.0
4663,1,2006,2019,9,86,10.0
4664,1,2016,2017,8,84,18.0
4665,1,2015,2017,2,99,18.0
4666,1,2020,2020,11,96,0.0
4668,0,2016,2019,2,60,14.0
4669,1,2016,2017,8,124,18.0
4670,1,2018,2020,4,93,18.0
4671,0,2012,2020,8,60,10.0
4672,0,2012,2016,7,60,10.0
4673,1,2018,2018,11,139,18.0
4674,1,2016,2017,2,91,18.0
4675,1,1984,2018,8,86,18.0
4676,1,2019,2019,6,61,10.0
4677,0,2019,2019,7,420,18.0
4678,1,2017,2018,4,95,14.0
4679,0,2018,2018,10,60,18.0
4680,1,2016,2020,6,107,18.0
4681,1,2016,2020,3,87,14.0
4682,1,2005,2020,4,104,14.0
4683,0,2018,2018,7,180,10.0
4684,1,2017,2018,8,122,14.0
4686,0,2019,2019,3,60,18.0
4687,1,2016,2016,12,97,18.0
4688,1,2019,2019,8,101,17.0
4689,1,2017,2017,10,96,18.0
4690,1,2019,2019,11,103,18.0
4691,1,2014,2017,3,88,10.0
4692,1,2019,2019,9,93,18.0
4693,1,2018,2020,6,90,13.0
4694,1,2011,2019,2,90,17.0
4695,1,2016,2017,4,92,18.0
4696,0,2019,2019,4,60,10.0
4697,1,2019,2019,8,63,0.0
4698,1,2017,2018,7,103,10.0
4699,1,2017,2017,9,103,14.0
4700,0,2006,2017,4,60,10.0
4701,1,1991,2020,10,94,18.0
4702,1,2018,2018,12,35,10.0
4703,1,2017,2017,9,85,18.0
4704,0,2015,2017,3,180,18.0
4705,0,2020,2020,4,60,18.0
4706,0,2017,2019,12,180,18.0
4707,1,2018,2018,11,122,17.0
4708,1,2018,2019,2,102,18.0
4709,1,2018,2018,6,110,18.0
4710,1,2021,2021,1,116,17.0
4711,0,2020,2020,11,60,18.0
4712,1,2020,2020,10,100,10.0
4713,1,2017,2020,6,105,18.0
4714,1,2017,2019,3,100,18.0
4715,1,2008,2018,11,118,14.0
4716,0,2020,2020,3,180,18.0
4717,1,2006,2019,5,105,18.0
4718,1,2015,2018,8,117,14.0
4720,1,2007,2019,4,126,13.0
4721,1,2010,2018,11,129,14.0
4723,1,2017,2018,7,89,14.0
4724,0,2020,2020,12,60,18.0
4726,0,2012,2017,6,60,18.0
4730,1,2019,2019,6,71,10.0
4731,0,2016,2016,12,60,14.0
4732,1,2017,2018,6,74,0.0
4733,1,2018,2018,8,130,13.0
4734,0,2015,2017,12,60,14.0
4735,1,2019,2019,2,89,18.0
4736,1,2013,2020,10,106,14.0
4737,1,2019,2020,3,107,18.0
4738,1,2005,2018,4,134,10.0
4739,1,2018,2019,1,82,10.0
4740,1,2007,2018,7,82,18.0
4741,1,2002,2019,11,98,17.0
4742,1,2016,2018,2,96,17.0
4743,1,1988,2018,8,108,10.0
4745,0,2019,2020,2,60,14.0
4746,1,2004,2020,10,106,18.0
4747,1,2015,2016,6,91,14.0
4748,1,2015,2016,5,163,18.0
4749,1,2006,2020,1,119,17.0
4750,0,2020,2020,1,60,14.0
4751,1,2017,2019,1,125,18.0
4752,1,2016,2017,3,137,18.0
4753,1,2002,2019,8,112,17.0
4754,1,2019,2020,2,171,14.0
4755,1,2017,2020,10,69,18.0
4756,1,2014,2019,3,87,0.0
4757,1,2000,2017,12,137,10.0
4758,1,2018,2019,4,89,18.0
4760,0,2018,2019,6,180,18.0
